Data for the current Ebola outbreak!
Population Size: 100
0 infected 95.
0 infected 26.
0 infected 25.
0 infected 97.
0 infected 72.
109 infected 94.
109 infected 95.
109 infected 38.
109 infected 106.
109 infected 88.
108 infected 86.
108 infected 27.
108 infected 75.
108 infected 104.
108 infected 38.
1 infected 46.
1 infected 59.
1 infected 6.
1 infected 29.
1 infected 72.
1 infected 107.
1 infected 32.
1 infected 27.
1 infected 65.
1 infected 3.
109 infected 27.
109 infected 106.
109 infected 23.
109 infected 42.
109 infected 26.
109 infected 63.
109 infected 92.
109 infected 49.
109 infected 92.
109 infected 41.
2 infected 58.
2 infected 50.
2 infected 77.
2 infected 96.
2 infected 21.
109 infected 62.
109 infected 61.
109 infected 71.
109 infected 76.
109 infected 36.
109 infected 101.
109 infected 85.
109 infected 109.
109 infected 9.
109 infected 0.
0 infected 79.
0 infected 6.
0 infected 35.
0 infected 0.
0 infected 48.
8 infected 93.
8 infected 72.
8 infected 20.
8 infected 12.
8 infected 6.
9 infected 82.
9 infected 24.
9 infected 54.
9 infected 94.
9 infected 47.
1 infected 9.
1 infected 83.
1 infected 2.
1 infected 4.
1 infected 38.
5 infected 18.
5 infected 33.
5 infected 58.
5 infected 102.
5 infected 26.
108 infected 15.
108 infected 81.
108 infected 95.
108 infected 87.
108 infected 101.
7 infected 3.
7 infected 60.
7 infected 22.
7 infected 1.
7 infected 92.
1 infected 30.
1 infected 58.
1 infected 74.
1 infected 88.
1 infected 71.
5 infected 34.
5 infected 34.
5 infected 2.
5 infected 61.
5 infected 8.
5 infected 19.
5 infected 27.
5 infected 8.
5 infected 48.
5 infected 3.
109 infected 55.
109 infected 106.
109 infected 59.
109 infected 52.
109 infected 22.
3 infected 1.
3 infected 5.
3 infected 98.
3 infected 35.
3 infected 90.
3 infected 36.
3 infected 92.
3 infected 61.
3 infected 25.
3 infected 102.
6 infected 34.
6 infected 3.
6 infected 24.
6 infected 30.
6 infected 88.
108 infected 57.
108 infected 103.
108 infected 0.
108 infected 5.
108 infected 106.
2 infected 109.
2 infected 89.
2 infected 62.
2 infected 101.
2 infected 29.
9 infected 91.
9 infected 108.
9 infected 36.
9 infected 46.
9 infected 11.
109 infected 76.
109 infected 47.
109 infected 58.
109 infected 105.
109 infected 60.
5 infected 69.
5 infected 20.
5 infected 47.
5 infected 84.
5 infected 47.
3 infected 92.
3 infected 70.
3 infected 69.
3 infected 18.
3 infected 41.
1 infected 94.
1 infected 81.
1 infected 44.
1 infected 52.
1 infected 22.
108 infected 74.
108 infected 51.
108 infected 47.
108 infected 59.
108 infected 44.
6 infected 98.
6 infected 37.
6 infected 18.
6 infected 104.
6 infected 86.
2 infected 96.
2 infected 63.
2 infected 86.
2 infected 69.
2 infected 52.
8 infected 46.
8 infected 55.
8 infected 11.
8 infected 77.
8 infected 32.
9 infected 17.
9 infected 42.
9 infected 45.
9 infected 82.
9 infected 59.
3 infected 57.
3 infected 96.
3 infected 69.
3 infected 87.
3 infected 21.
108 infected 5.
108 infected 80.
108 infected 18.
108 infected 76.
108 infected 43.
7 infected 69.
7 infected 80.
7 infected 106.
7 infected 95.
7 infected 20.
1 infected 108.
1 infected 17.
1 infected 104.
1 infected 101.
1 infected 26.
109 infected 105.
109 infected 88.
109 infected 50.
109 infected 10.
109 infected 105.
3 infected 53.
3 infected 14.
3 infected 64.
3 infected 69.
3 infected 5.
8 infected 73.
8 infected 0.
8 infected 70.
8 infected 85.
8 infected 21.
5 infected 94.
5 infected 29.
5 infected 87.
5 infected 90.
5 infected 100.
108 infected 42.
108 infected 62.
108 infected 14.
108 infected 41.
108 infected 93.
3 infected 107.
3 infected 102.
3 infected 47.
3 infected 70.
3 infected 50.
7 infected 66.
7 infected 84.
7 infected 104.
7 infected 50.
7 infected 28.
5 infected 73.
5 infected 44.
5 infected 95.
5 infected 52.
5 infected 88.
6 infected 96.
6 infected 13.
6 infected 28.
6 infected 81.
6 infected 82.
108 infected 58.
108 infected 19.
108 infected 106.
108 infected 88.
108 infected 96.
1 infected 24.
1 infected 91.
1 infected 0.
1 infected 64.
1 infected 102.
5 infected 13.
5 infected 63.
5 infected 18.
5 infected 9.
5 infected 39.
1 infected 30.
1 infected 96.
1 infected 51.
1 infected 38.
1 infected 105.
1 infected 26.
1 infected 69.
1 infected 81.
1 infected 12.
1 infected 104.
5 infected 24.
5 infected 3.
5 infected 37.
5 infected 15.
5 infected 26.
9 infected 23.
9 infected 105.
9 infected 99.
9 infected 87.
9 infected 9.
8 infected 57.
8 infected 15.
8 infected 54.
8 infected 45.
8 infected 84.
109 infected 51.
109 infected 1.
109 infected 38.
109 infected 43.
109 infected 49.
108 infected 47.
108 infected 26.
108 infected 38.
108 infected 54.
108 infected 79.
4 infected 75.
4 infected 61.
4 infected 81.
4 infected 78.
4 infected 75.
8 infected 5.
8 infected 4.
8 infected 44.
8 infected 3.
8 infected 60.
5 infected 102.
5 infected 49.
5 infected 96.
5 infected 68.
5 infected 98.
5 infected 12.
5 infected 54.
5 infected 88.
5 infected 75.
5 infected 79.
7 infected 44.
7 infected 87.
7 infected 62.
7 infected 3.
7 infected 62.
8 infected 97.
8 infected 11.
8 infected 60.
8 infected 32.
8 infected 69.
7 infected 11.
7 infected 10.
7 infected 31.
7 infected 92.
7 infected 106.
8 infected 91.
8 infected 80.
8 infected 12.
8 infected 58.
8 infected 48.
2 infected 95.
2 infected 43.
2 infected 30.
2 infected 77.
2 infected 60.
4 infected 4.
4 infected 70.
4 infected 99.
4 infected 90.
4 infected 109.
0 infected 78.
0 infected 52.
0 infected 12.
0 infected 1.
0 infected 75.
109 infected 86.
109 infected 99.
109 infected 3.
109 infected 56.
109 infected 8.
4 infected 59.
4 infected 35.
4 infected 89.
4 infected 72.
4 infected 49.
9 infected 102.
9 infected 68.
9 infected 83.
9 infected 92.
9 infected 6.
2 infected 15.
2 infected 89.
2 infected 66.
2 infected 62.
2 infected 22.
5 infected 57.
5 infected 37.
5 infected 109.
5 infected 37.
5 infected 76.
109 infected 42.
109 infected 54.
109 infected 14.
109 infected 87.
109 infected 19.
6 infected 107.
6 infected 9.
6 infected 62.
6 infected 31.
6 infected 0.
3 infected 95.
3 infected 103.
3 infected 83.
3 infected 22.
3 infected 98.
4 infected 48.
4 infected 5.
4 infected 28.
4 infected 43.
4 infected 87.
8 infected 74.
8 infected 108.
8 infected 91.
8 infected 56.
8 infected 103.
6 infected 89.
6 infected 14.
6 infected 12.
6 infected 21.
6 infected 17.
8 infected 16.
8 infected 94.
8 infected 77.
8 infected 72.
8 infected 3.
5 infected 46.
5 infected 101.
5 infected 89.
5 infected 55.
5 infected 2.
2 infected 88.
2 infected 47.
2 infected 81.
2 infected 69.
2 infected 13.
8 infected 53.
8 infected 60.
8 infected 4.
8 infected 71.
8 infected 89.
2 infected 54.
2 infected 8.
2 infected 33.
2 infected 85.
2 infected 45.
108 infected 60.
108 infected 51.
108 infected 64.
108 infected 31.
108 infected 17.
3 infected 15.
3 infected 3.
3 infected 73.
3 infected 23.
3 infected 85.
6 infected 25.
6 infected 57.
6 infected 84.
6 infected 69.
6 infected 47.
5 infected 71.
5 infected 33.
5 infected 61.
5 infected 8.
5 infected 84.
4 infected 23.
4 infected 74.
4 infected 52.
4 infected 14.
4 infected 71.
2 infected 5.
2 infected 18.
2 infected 38.
2 infected 17.
2 infected 95.
4 infected 89.
4 infected 50.
4 infected 1.
4 infected 65.
4 infected 100.
9 infected 1.
9 infected 85.
9 infected 34.
9 infected 74.
9 infected 67.
8 infected 1.
8 infected 103.
8 infected 17.
8 infected 40.
8 infected 31.
9 infected 61.
9 infected 102.
9 infected 27.
9 infected 24.
9 infected 84.
9 infected 60.
9 infected 61.
9 infected 61.
9 infected 27.
9 infected 12.
0 infected 22.
0 infected 49.
0 infected 70.
0 infected 81.
0 infected 80.
7 infected 69.
7 infected 109.
7 infected 18.
7 infected 85.
7 infected 16.
0 infected 109.
0 infected 97.
0 infected 8.
0 infected 9.
0 infected 31.
9 infected 80.
9 infected 96.
9 infected 52.
9 infected 107.
9 infected 80.
108 infected 46.
108 infected 28.
108 infected 105.
108 infected 33.
108 infected 52.
0 infected 7.
0 infected 5.
0 infected 99.
0 infected 50.
0 infected 3.
8 infected 92.
8 infected 47.
8 infected 50.
8 infected 57.
8 infected 77.
7 infected 107.
7 infected 28.
7 infected 95.
7 infected 16.
7 infected 61.
8 infected 78.
8 infected 101.
8 infected 65.
8 infected 52.
8 infected 82.
5 infected 96.
5 infected 81.
5 infected 20.
5 infected 30.
5 infected 76.
1 infected 66.
1 infected 36.
1 infected 63.
1 infected 98.
1 infected 9.
2 infected 3.
2 infected 71.
2 infected 10.
2 infected 90.
2 infected 99.
2 infected 18.
2 infected 98.
2 infected 82.
2 infected 5.
2 infected 50.
109 infected 35.
109 infected 59.
109 infected 83.
109 infected 103.
109 infected 43.
109 infected 38.
109 infected 107.
109 infected 68.
109 infected 77.
109 infected 41.
7 infected 39.
7 infected 109.
7 infected 65.
7 infected 62.
7 infected 49.
8 infected 96.
8 infected 107.
8 infected 88.
8 infected 75.
8 infected 88.
2 infected 71.
2 infected 87.
2 infected 77.
2 infected 76.
2 infected 84.
8 infected 100.
8 infected 73.
8 infected 17.
8 infected 60.
8 infected 43.
0 infected 11.
0 infected 88.
0 infected 62.
0 infected 43.
0 infected 68.
109 infected 66.
109 infected 78.
109 infected 80.
109 infected 8.
109 infected 34.
3 infected 34.
3 infected 36.
3 infected 76.
3 infected 65.
3 infected 29.
2 infected 40.
2 infected 41.
2 infected 30.
2 infected 72.
2 infected 24.
3 infected 44.
3 infected 39.
3 infected 24.
3 infected 105.
3 infected 42.
4 infected 66.
4 infected 86.
4 infected 52.
4 infected 35.
4 infected 33.
8 infected 76.
8 infected 54.
8 infected 85.
8 infected 84.
8 infected 24.
7 infected 98.
7 infected 78.
7 infected 100.
7 infected 17.
7 infected 102.
7 infected 98.
7 infected 88.
7 infected 37.
7 infected 24.
7 infected 87.
3 infected 87.
3 infected 46.
3 infected 91.
3 infected 69.
3 infected 70.
5 infected 41.
5 infected 26.
5 infected 102.
5 infected 59.
5 infected 74.
2 infected 66.
2 infected 22.
2 infected 15.
2 infected 92.
2 infected 92.
3 infected 37.
3 infected 81.
3 infected 31.
3 infected 26.
3 infected 76.
8 infected 101.
8 infected 81.
8 infected 106.
8 infected 43.
8 infected 23.
4 infected 82.
4 infected 103.
4 infected 63.
4 infected 47.
4 infected 31.
0 infected 50.
0 infected 61.
0 infected 91.
0 infected 34.
0 infected 72.
3 infected 58.
3 infected 68.
3 infected 43.
3 infected 18.
3 infected 32.
5 infected 77.
5 infected 9.
5 infected 48.
5 infected 104.
5 infected 70.
6 infected 50.
6 infected 0.
6 infected 103.
6 infected 32.
6 infected 63.
3 infected 58.
3 infected 70.
3 infected 74.
3 infected 105.
3 infected 35.
9 infected 65.
9 infected 72.
9 infected 53.
9 infected 25.
9 infected 34.
0 infected 6.
0 infected 80.
0 infected 62.
0 infected 76.
0 infected 13.
6 infected 60.
6 infected 55.
6 infected 49.
6 infected 40.
6 infected 15.
9 infected 17.
9 infected 23.
9 infected 15.
9 infected 46.
9 infected 97.
2 infected 102.
2 infected 6.
2 infected 8.
2 infected 70.
2 infected 68.
1 infected 34.
1 infected 16.
1 infected 100.
1 infected 12.
1 infected 95.
8 infected 87.
8 infected 54.
8 infected 26.
8 infected 5.
8 infected 72.
3 infected 7.
3 infected 43.
3 infected 79.
3 infected 92.
3 infected 35.
1 infected 36.
1 infected 55.
1 infected 30.
1 infected 29.
1 infected 28.
5 infected 79.
5 infected 77.
5 infected 73.
5 infected 96.
5 infected 34.
3 infected 70.
3 infected 45.
3 infected 107.
3 infected 30.
3 infected 19.
109 infected 2.
109 infected 40.
109 infected 97.
109 infected 28.
109 infected 21.
5 infected 103.
5 infected 105.
5 infected 49.
5 infected 26.
5 infected 69.
5 infected 78.
5 infected 2.
5 infected 11.
5 infected 73.
5 infected 94.
0 infected 78.
0 infected 34.
0 infected 103.
0 infected 62.
0 infected 15.
9 infected 12.
9 infected 31.
9 infected 108.
9 infected 30.
9 infected 58.
3 infected 78.
3 infected 21.
3 infected 22.
3 infected 28.
3 infected 35.
9 infected 13.
9 infected 0.
9 infected 39.
9 infected 55.
9 infected 74.
1 infected 76.
1 infected 108.
1 infected 27.
1 infected 29.
1 infected 12.
5 infected 108.
5 infected 91.
5 infected 56.
5 infected 56.
5 infected 19.
4 infected 94.
4 infected 49.
4 infected 108.
4 infected 48.
4 infected 2.
3 infected 34.
3 infected 26.
3 infected 86.
3 infected 62.
3 infected 55.
3 infected 101.
3 infected 67.
3 infected 43.
3 infected 41.
3 infected 2.
4 infected 78.
4 infected 49.
4 infected 107.
4 infected 56.
4 infected 77.
109 infected 26.
109 infected 47.
109 infected 18.
109 infected 90.
109 infected 9.
1 infected 89.
1 infected 87.
1 infected 48.
1 infected 21.
1 infected 100.
8 infected 51.
8 infected 26.
8 infected 27.
8 infected 40.
8 infected 45.
6 infected 51.
6 infected 35.
6 infected 31.
6 infected 91.
6 infected 37.
109 infected 29.
109 infected 48.
109 infected 76.
109 infected 60.
109 infected 3.
9 infected 72.
9 infected 31.
9 infected 82.
9 infected 89.
9 infected 8.
0 infected 102.
0 infected 2.
0 infected 44.
0 infected 46.
0 infected 48.
5 infected 2.
5 infected 92.
5 infected 57.
5 infected 54.
5 infected 11.
108 infected 55.
108 infected 32.
108 infected 44.
108 infected 29.
108 infected 34.
3 infected 46.
3 infected 33.
3 infected 61.
3 infected 20.
3 infected 21.
4 infected 28.
4 infected 109.
4 infected 66.
4 infected 76.
4 infected 67.
8 infected 103.
8 infected 25.
8 infected 108.
8 infected 48.
8 infected 46.
3 infected 6.
3 infected 11.
3 infected 90.
3 infected 20.
3 infected 11.
5 infected 78.
5 infected 89.
5 infected 70.
5 infected 6.
5 infected 67.
1 infected 32.
1 infected 57.
1 infected 19.
1 infected 37.
1 infected 18.
1 infected 109.
1 infected 23.
1 infected 29.
1 infected 52.
1 infected 39.
1 infected 21.
1 infected 66.
1 infected 8.
1 infected 11.
1 infected 79.
109 infected 6.
109 infected 100.
109 infected 100.
109 infected 94.
109 infected 22.
8 infected 36.
8 infected 70.
8 infected 60.
8 infected 54.
8 infected 21.
9 infected 30.
9 infected 2.
9 infected 25.
9 infected 77.
9 infected 91.
3 infected 9.
3 infected 12.
3 infected 34.
3 infected 104.
3 infected 100.
9 infected 22.
9 infected 68.
9 infected 15.
9 infected 99.
9 infected 59.
3 infected 70.
3 infected 97.
3 infected 47.
3 infected 92.
3 infected 22.
5 infected 19.
5 infected 68.
5 infected 23.
5 infected 31.
5 infected 100.
8 infected 1.
8 infected 21.
8 infected 98.
8 infected 34.
8 infected 65.
9 infected 104.
9 infected 2.
9 infected 7.
9 infected 21.
9 infected 6.
0 infected 108.
0 infected 77.
0 infected 106.
0 infected 47.
0 infected 73.
6 infected 100.
6 infected 35.
6 infected 59.
6 infected 31.
6 infected 58.
8 infected 22.
8 infected 90.
8 infected 14.
8 infected 91.
8 infected 31.
7 infected 20.
7 infected 81.
7 infected 77.
7 infected 96.
7 infected 5.
2 infected 48.
2 infected 17.
2 infected 0.
2 infected 67.
2 infected 102.
108 infected 62.
108 infected 86.
108 infected 96.
108 infected 50.
108 infected 70.
0 infected 69.
0 infected 92.
0 infected 51.
0 infected 67.
0 infected 59.
108 infected 82.
108 infected 66.
108 infected 45.
108 infected 100.
108 infected 77.
108 infected 73.
108 infected 91.
108 infected 107.
108 infected 95.
108 infected 51.
108 infected 96.
108 infected 32.
108 infected 67.
108 infected 52.
108 infected 21.
2 infected 64.
2 infected 109.
2 infected 103.
2 infected 4.
2 infected 76.
2 infected 47.
2 infected 107.
2 infected 38.
2 infected 14.
2 infected 77.
9 infected 52.
9 infected 48.
9 infected 48.
9 infected 38.
9 infected 47.
3 infected 3.
3 infected 25.
3 infected 96.
3 infected 2.
3 infected 99.
8 infected 81.
8 infected 96.
8 infected 18.
8 infected 57.
8 infected 75.
2 infected 101.
2 infected 97.
2 infected 95.
2 infected 17.
2 infected 83.
2 infected 101.
2 infected 38.
2 infected 50.
2 infected 31.
2 infected 18.
109 infected 2.
109 infected 56.
109 infected 32.
109 infected 62.
109 infected 51.
108 infected 59.
108 infected 91.
108 infected 59.
108 infected 47.
108 infected 26.
6 infected 59.
6 infected 16.
6 infected 53.
6 infected 6.
6 infected 18.
109 infected 81.
109 infected 12.
109 infected 37.
109 infected 47.
109 infected 6.
8 infected 49.
8 infected 83.
8 infected 55.
8 infected 9.
8 infected 45.
6 infected 105.
6 infected 65.
6 infected 70.
6 infected 61.
6 infected 5.
9 infected 108.
9 infected 45.
9 infected 42.
9 infected 24.
9 infected 39.
1 infected 64.
1 infected 21.
1 infected 1.
1 infected 18.
1 infected 95.
2 infected 91.
2 infected 71.
2 infected 34.
2 infected 7.
2 infected 27.
7 infected 80.
7 infected 66.
7 infected 47.
7 infected 3.
7 infected 42.
6 infected 102.
6 infected 78.
6 infected 58.
6 infected 44.
6 infected 79.
108 infected 41.
108 infected 36.
108 infected 47.
108 infected 6.
108 infected 74.
5 infected 15.
5 infected 56.
5 infected 97.
5 infected 62.
5 infected 55.
0 infected 97.
0 infected 65.
0 infected 4.
0 infected 70.
0 infected 93.
109 infected 95.
109 infected 72.
109 infected 64.
109 infected 8.
109 infected 19.
4 infected 105.
4 infected 48.
4 infected 42.
4 infected 84.
4 infected 91.
3 infected 56.
3 infected 93.
3 infected 92.
3 infected 81.
3 infected 34.
2 infected 18.
2 infected 18.
2 infected 97.
2 infected 25.
2 infected 11.
6 infected 78.
6 infected 49.
6 infected 35.
6 infected 50.
6 infected 28.
6 infected 5.
6 infected 1.
6 infected 24.
6 infected 53.
6 infected 72.
9 infected 24.
9 infected 53.
9 infected 102.
9 infected 105.
9 infected 19.
108 infected 54.
108 infected 70.
108 infected 72.
108 infected 32.
108 infected 26.
7 infected 0.
7 infected 20.
7 infected 109.
7 infected 93.
7 infected 61.
3 infected 100.
3 infected 8.
3 infected 21.
3 infected 86.
3 infected 63.
4 infected 14.
4 infected 10.
4 infected 85.
4 infected 58.
4 infected 103.
5 infected 43.
5 infected 78.
5 infected 93.
5 infected 47.
5 infected 108.
109 infected 33.
109 infected 73.
109 infected 71.
109 infected 70.
109 infected 104.
8 infected 94.
8 infected 42.
8 infected 80.
8 infected 85.
8 infected 41.
108 infected 67.
108 infected 19.
108 infected 85.
108 infected 87.
108 infected 106.
End of Time Step #11. There were 1527 people infected. Now there is 1537 total people infected. The total number of deaths has rose to 0
0 infected 91.
0 infected 75.
0 infected 66.
0 infected 87.
0 infected 35.
1 infected 103.
1 infected 76.
1 infected 99.
1 infected 31.
1 infected 28.
2 infected 104.
2 infected 2.
2 infected 34.
2 infected 42.
2 infected 65.
3 infected 38.
3 infected 63.
3 infected 92.
3 infected 51.
3 infected 6.
